District,Region,AC Name,AC No,AC_Type,Year,Rank,Candidate Name,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Voteshare Percentage,Margin Per,Margin
ALLAHABAD,DOAB,MEJA,259,GEN,2022,5,SHALINI DWIVEDI,INC,1553,,186497,325588,57.28,0.83,41.28859982,77002
ALLAHABAD,DOAB,MEJA,259,GEN,2022,6,DAYASHANKAR,VIP,1060,,186497,325588,57.28,0.57,41.55294723,77495
ALLAHABAD,DOAB,MEJA,259,GEN,2022,7,SHRIKANT,Pragatisheel Manav Samaj Party,884,,186497,325588,57.28,0.47,41.64731872,77671
ALLAHABAD,DOAB,MEJA,259,GEN,2022,8,BABALOO KUMAR,Jan Adhikar Party,875,,186497,325588,57.28,0.47,41.65214454,77680
ALLAHABAD,DOAB,MEJA,259,GEN,2022,9,VIVEKANAND,Bharat Vaibhav Party,824,,186497,325588,57.28,0.44,41.67949082,77731
ALLAHABAD,DOAB,MEJA,259,GEN,2022,10,RAMPAL,Parivartan Samaj Party,757,,186497,325588,57.28,0.41,41.71541633,77798
ALLAHABAD,DOAB,MEJA,259,GEN,2022,11,AWADHESH KUMAR,ASPKR,734,,186497,325588,57.28,0.39,41.72774897,77821
ALLAHABAD,DOAB,MEJA,259,GEN,2022,12,HAIDER ABBAS,Lok Janshakti Party(Ram Vilas),539,,186497,325588,57.28,0.29,41.83230829,78016
ALLAHABAD,DOAB,MEJA,259,GEN,2022,13,PRAVEEN KUMAR,Samyak Party,358,,186497,325588,57.28,0.19,41.92936079,78197
ALLAHABAD,DOAB,MEJA,259,GEN,2022,14,RAM KUMAR MISHRA,AAAP,342,,186497,325588,57.28,0.18,41.93794002,78213
ALLAHABAD,DOAB,MEJA,259,GEN,2022,15,DHIRENDRA PRATAP,Bhartiya Shakti Chetna Party,199,,186497,325588,57.28,0.11,42.01461686,78356
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,1,PIYUSH RANJAN NISHAD,BJP,89527,,203189,350749,57.93,44.06,-4.590799699,-9328
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,2,UJJWAL RAMAN SINGH,SP,80199,,203189,350749,57.93,39.47,4.590799699,9328
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,3,ARVIND KUMAR SHUKLA,BSP,21950,,203189,350749,57.93,10.8,33.25819803,67577
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,4,RINKI PATEL,INC,4343,,203189,350749,57.93,2.14,41.92352932,85184
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,5,None Of The Above,NOTA,1891,,203189,350749,57.93,0.93,43.13028756,87636
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,6,VINAY KUMAR,IND,914,,203189,350749,57.93,0.45,43.61112068,88613
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,7,PRAMOD KUMAR,IND,888,,203189,350749,57.93,0.44,43.62391665,88639
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,8,AJEET KUMAR PATEL,Pragatisheel Samaj Party,769,,203189,350749,57.93,0.38,43.68248281,88758
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,9,ANIL KUMAR SINGH,Bahujan Mukti Party,758,,203189,350749,57.93,0.37,43.68789649,88769
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,10,RAJUPAL,Rashtriya Shoshit Samaj Party,596,,203189,350749,57.93,0.29,43.76762522,88931
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,11,JAGANNATH PATEL,AAAP,543,,203189,350749,57.93,0.27,43.79370931,88984
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,12,OM GURU CHARAN DAS,Sanatan Sanskriti Raksha Dal,479,,203189,350749,57.93,0.24,43.82520707,89048
ALLAHABAD,DOAB,KARACHHANA,260,GEN,2022,13,DHANRAJ SINGH,Yuva Vikas Party,332,,203189,350749,57.93,0.16,43.89755351,89195
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,1,SIDHARTH NATH SINGH,BJP,118759,,222861,460837,48.36,53.29,-13.4312419,-29933
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,2,RICHA SINGH,SP,88826,,222861,460837,48.36,39.86,13.4312419,29933
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,3,GULAM QADIR,BSP,7626,,222861,460837,48.36,3.42,49.86650872,111133
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,4,TASLEEM UDDIN,INC,2295,,222861,460837,48.36,1.03,52.2585827,116464
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,5,None Of The Above,NOTA,1518,,222861,460837,48.36,0.68,52.60723052,117241
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,6,AJEET KUMAR CHAUDHARY,Peoples Party of India (Democratic),1086,,222861,460837,48.36,0.49,52.80107331,117673
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,7,ADV. SUSHMITA RAGHAV,AAAP,601,,222861,460837,48.36,0.27,53.01869775,118158
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,8,AJAY KUMAR GUPTA,IND,460,,222861,460837,48.36,0.21,53.08196589,118299
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,9,SAKLAIN MUSHTAK,IND,374,,222861,460837,48.36,0.17,53.12055496,118385
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,10,KAMLESH KUMAR SINGH,Parivartan Samaj Party,360,,222861,460837,48.36,0.16,53.12683691,118399
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,11,KAMAR JAHAN,IND,358,,222861,460837,48.36,0.16,53.12773433,118401
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,12,GANESH JI TRIPATHi,IND,338,,222861,460837,48.36,0.15,53.13670853,118421
ALLAHABAD,DOAB,ALLAHABAD WEST,261,GEN,2022,13,DILSHAD AHMAD,National Democratic Peoples Front,260,,222861,460837,48.36,0.12,53.17170793,118499
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,1,HARSHVARDHAN BAJPAI,BJP,96890,,175941,447231,39.34,55.07,-31.1939798,-54883
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,2,SANDEEP YADAV,SP,42007,,175941,447231,39.34,23.88,31.1939798,54883
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,3,ANUGRAH NARAIN SINGH,INC,23571,,175941,447231,39.34,13.4,41.67249248,73319
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,4,SANJAY GOSWAMI,BSP,9614,,175941,447231,39.34,5.46,49.6052654,87276
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,5,SANJIV MISHRA,AAAP,1249,,175941,447231,39.34,0.71,54.35970013,95641
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,6,None Of The Above,NOTA,919,,175941,447231,39.34,0.52,54.547263,95971
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,7,Mo. ALI,AIMIM,860,,175941,447231,39.34,0.49,54.58079697,96030
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,8,RATAN SRIVASTAVA,Rashtravadi Vikas Party,357,,175941,447231,39.34,0.2,54.86668826,96533
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,9,RAJEEV KUMAR PANDEY,Akhil Bharatiya Socialist Party,259,,175941,447231,39.34,0.15,54.92238876,96631
ALLAHABAD,DOAB,ALLAHABAD NORTH,262,GEN,2022,10,ANIL,IND,215,,175941,447231,39.34,0.12,54.94739714,96675
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,1,NAND GOPAL GUPTA NANDI,BJP,97864,,180745,411157,43.96,54.14,-14.48560126,-26182
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,2,RAISH CHANDRA SHUKLA,SP,71682,,180745,411157,43.96,39.66,14.48560126,26182
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,3,DEVENDRA MISHRA NAGRAHA,BSP,4208,,180745,411157,43.96,2.33,51.81664776,93656
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,4,ALPANA NISHAD,INC,2098,,180745,411157,43.96,1.16,52.98403829,95766
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,5,MOHAMMAD FARHAN,AIMIM,1533,,180745,411157,43.96,0.85,53.29663338,96331
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,6,ALTAF AHMAD,AAAP,1115,,180745,411157,43.96,0.62,53.52789842,96749
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,7,None Of The Above,NOTA,831,,180745,411157,43.96,0.46,53.68502587,97033
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,8,NAMAN JEET SINGH,JDL,270,,180745,411157,43.96,0.15,53.9954079,97594
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,9,GOPAL SWAROOP JOSHI,IND,254,,180745,411157,43.96,0.14,54.00426015,97610
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,10,TARUN SRIVASTAVA,IND,254,,180745,411157,43.96,0.14,54.00426015,97610
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,11,KAMALA KANT,IND,214,,180745,411157,43.96,0.12,54.02639077,97650
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,12,SANTOSH PAL,Bhartiya Shakti Chetna Party,183,,180745,411157,43.96,0.1,54.04354201,97681
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,13,KAMALA PRASAD,Ambedkar Yug Party,129,,180745,411157,43.96,0.07,54.07341835,97735
ALLAHABAD,DOAB,ALLAHABAD SOUTH,263,GEN,2022,14,KAILASH CHANDRA KESARWANI,Samyak Party,110,,180745,411157,43.96,0.06,54.0839304,97754
ALLAHABAD,DOAB,BARA,264,SC,2022,1,VACHASPATI,ADS,89203,,205129,335397,61.16,43.49,-6.105426341,-12524
ALLAHABAD,DOAB,BARA,264,SC,2022,2,AJAY,SP,76679,,205129,335397,61.16,37.38,6.105426341,12524
ALLAHABAD,DOAB,BARA,264,SC,2022,3,DR AJAY KUMAR,BSP,22719,,205129,335397,61.16,11.08,32.41082441,66484
ALLAHABAD,DOAB,BARA,264,SC,2022,4,MANJU SANT,INC,3443,,205129,335397,61.16,1.68,41.80783799,85760
ALLAHABAD,DOAB,BARA,264,SC,2022,5,None Of The Above,NOTA,2731,,205129,335397,61.16,1.33,42.15493665,86472
ALLAHABAD,DOAB,BARA,264,SC,2022,6,Ram Kumar Vidyarthi,Peoples Party of India (Democratic),2575,,205129,335397,61.16,1.26,42.23098635,86628
ALLAHABAD,DOAB,BARA,264,SC,2022,7,AJEET BHASKAR,IND,1662,,205129,335397,61.16,0.81,42.67607213,87541
ALLAHABAD,DOAB,BARA,264,SC,2022,8,AYODHYA PRASAD KOL,CPI,1347,,205129,335397,61.16,0.66,42.82963404,87856
ALLAHABAD,DOAB,BARA,264,SC,2022,9,Sumitra  Varun,Akhil Bharatiya Socialist Party,1198,,205129,335397,61.16,0.58,42.90227125,88005
ALLAHABAD,DOAB,BARA,264,SC,2022,10,Kanhaiya Lal,AAAP,1055,,205129,335397,61.16,0.51,42.97198348,88148
ALLAHABAD,DOAB,BARA,264,SC,2022,11,RAVITA DEVI,Jan Kalyan Party,1024,,205129,335397,61.16,0.5,42.98709593,88179
ALLAHABAD,DOAB,BARA,264,SC,2022,12,RAJENDRA PRASAD,IND,762,,205129,335397,61.16,0.37,43.11482043,88441
ALLAHABAD,DOAB,BARA,264,SC,2022,13,VIVEK KUMAR,IND,731,,205129,335397,61.16,0.36,43.12993287,88472
ALLAHABAD,DOAB,KORAON,265,SC,2022,1,Raj Mani,BJP,84587,,207611,352540,58.89,40.74,-11.79465443,-24487
ALLAHABAD,DOAB,KORAON,265,SC,2022,2,Ram Deo,SP,60100,,207611,352540,58.89,28.95,11.79465443,24487
ALLAHABAD,DOAB,KORAON,265,SC,2022,3,Rajbali Jaisal,BSP,26383,,207611,352540,58.89,12.71,28.03512338,58204
ALLAHABAD,DOAB,KORAON,265,SC,2022,4,Ramkripal,INC,21462,,207611,352540,58.89,10.34,30.40542168,63125
ALLAHABAD,DOAB,KORAON,265,SC,2022,5,Arati Devi,SHS,3090,,207611,352540,58.89,1.49,39.25466377,81497
ALLAHABAD,DOAB,KORAON,265,SC,2022,6,None Of The Above,NOTA,2628,,207611,352540,58.89,1.27,39.47719533,81959
ALLAHABAD,DOAB,KORAON,265,SC,2022,7,Harish Chandra,AAAP,1766,,207611,352540,58.89,0.85,39.89239491,82821
ALLAHABAD,DOAB,KORAON,265,SC,2022,8,Chiraunji Lal,CPM,1654,,207611,352540,58.89,0.8,39.94634196,82933
ALLAHABAD,DOAB,KORAON,265,SC,2022,9,Ashok Dhuriya,Jan Adhikar Party,1593,,207611,352540,58.89,0.77,39.97572383,82994
ALLAHABAD,DOAB,KORAON,265,SC,2022,10,Santosh Kumar,Sanatan Sanskriti Raksha Dal,1244,,207611,352540,58.89,0.6,40.14382668,83343
ALLAHABAD,DOAB,KORAON,265,SC,2022,11,Siya Ram,Samyak Party,1127,,207611,352540,58.89,0.54,40.20018207,83460
ALLAHABAD,DOAB,KORAON,265,SC,2022,12,Dharmadas,VIP,1104,,207611,352540,58.89,0.53,40.21126048,83483
ALLAHABAD,DOAB,KORAON,265,SC,2022,13,Akabal Bahadur,Rashtriya Samaj Dal (R),873,,207611,352540,58.89,0.42,40.32252626,83714
BARABANKI,AVADH,KURSI,266,GEN,2022,1,Sakendra Pratap,BJP,118720,,288519,395773,72.9,41.15,-0.075211684,-217
BARABANKI,AVADH,KURSI,266,GEN,2022,2,Rakesh Kumar Verma,SP,118503,,288519,395773,72.9,41.07,0.075211684,217
BARABANKI,AVADH,KURSI,266,GEN,2022,3,KUMARI MEETA GAUTAM,BSP,35561,,288519,395773,72.9,12.33,28.82271185,83159
BARABANKI,AVADH,KURSI,266,GEN,2022,4,KUMAIL ASHARAF KHAN,AIMIM,8541,,288519,395773,72.9,2.96,38.18777966,110179
BARABANKI,AVADH,KURSI,266,GEN,2022,5,SHRIMATI URMILA PATEL,INC,2803,,288519,395773,72.9,0.97,40.17655683,115917
BARABANKI,AVADH,KURSI,266,GEN,2022,6,None Of The Above,NOTA,1723,,288519,395773,72.9,0.6,40.55088226,116997
BARABANKI,AVADH,KURSI,266,GEN,2022,7,Neeraj Kumar Rawat,AAAP,889,,288519,395773,72.9,0.31,40.83994468,117831
BARABANKI,AVADH,KURSI,266,GEN,2022,8,MOHD. MAKSOOD ANSARI,Peace Party,671,,288519,395773,72.9,0.23,40.91550297,118049
BARABANKI,AVADH,KURSI,266,GEN,2022,9,DINESH CHANDRA SAINI,Pichhra Samaj Party,561,,288519,395773,72.9,0.19,40.9536287,118159
BARABANKI,AVADH,KURSI,266,GEN,2022,10,SANTOSH KUMAR,IND,547,,288519,395773,72.9,0.19,40.95848107,118173
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,1,FAREED MAHFOOZ KIDWAI,SP,98799,,235461,340114,69.23,41.96,-0.110846382,-261
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,2,SHARAD KUMAR AWASTHI,BJP,98538,,235461,340114,69.23,41.85,0.110846382,261
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,3,RAM KISHOR,BSP,23259,,235461,340114,69.23,9.88,32.08174602,75540
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,4,ARUN KUMAR,AIMIM,4940,,235461,340114,69.23,2.1,39.86180302,93859
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,5,GYANESH SHUKLA,INC,4430,,235461,340114,69.23,1.88,40.0783994,94369
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,6,None Of The Above,NOTA,1822,,235461,340114,69.23,0.77,41.18601382,96977
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,7,NEERAJ SHARMA,IND,1054,,235461,340114,69.23,0.45,41.51218248,97745
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,8,DHARAMVEER SINGH,AAAP,694,,235461,340114,69.23,0.29,41.66507405,98105
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,9,RAM DAYAL,IND,586,,235461,340114,69.23,0.25,41.71094151,98213
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,10,SUBHASH CHANDRA,SHS,555,,235461,340114,69.23,0.24,41.72410718,98244
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,11,VIRENDRA KUMAR PATEL,ASPKR,466,,235461,340114,69.23,0.2,41.76190537,98333
BARABANKI,AVADH,RAM NAGAR,267,GEN,2022,12,USHA DWIVEDI,Bhartiya Drishtigochar Party,318,,235461,340114,69.23,0.14,41.82476079,98481
BARABANKI,AVADH,BARABANKI,268,GEN,2022,1,Dharmraj Singh Yadav,SP,125500,,266396,394018,67.61,47.11,-13.15710446,-35050
BARABANKI,AVADH,BARABANKI,268,GEN,2022,2,Dr. Ramkumari Maurya,BJP,90450,,266396,394018,67.61,33.95,13.15710446,35050
BARABANKI,AVADH,BARABANKI,268,GEN,2022,3,Dr. Vivek Singh Verma,BSP,42506,,266396,394018,67.61,15.96,31.15437169,82994
BARABANKI,AVADH,BARABANKI,268,GEN,2022,4,Roohi Arshad,INC,4560,,266396,394018,67.61,1.71,45.39857956,120940
BARABANKI,AVADH,BARABANKI,268,GEN,2022,5,None Of The Above,NOTA,1526,,266396,394018,67.61,0.57,46.53748555,123974
BARABANKI,AVADH,BARABANKI,268,GEN,2022,6,Er. Pradeep Singh Verma,AAAP,757,,266396,394018,67.61,0.28,46.82615355,124743
BARABANKI,AVADH,BARABANKI,268,GEN,2022,7,Shyam G,Pichhra Samaj Party,644,,266396,394018,67.61,0.24,46.8685716,124856
BARABANKI,AVADH,BARABANKI,268,GEN,2022,8,Raj Parikshit Singh,SHS,453,,266396,394018,67.61,0.17,46.94026937,125047
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,1,Gaurav Kumar,SP,113558,,277908,397920,69.84,40.86,-1.07301697,-2982
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,2,Ambrish Rawat,BJP,110576,,277908,397920,69.84,39.79,1.07301697,2982
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,3,Tanuj Punia,INC,28689,,277908,397920,69.84,10.32,30.53852354,84869
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,4,Usha Singh,BSP,18400,,277908,397920,69.84,6.62,34.2408279,95158
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,5,Akash Kumar Diwan,AIMIM,3072,,277908,397920,69.84,1.11,39.75632224,110486
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,6,None Of The Above,NOTA,1761,,277908,397920,69.84,0.63,40.22806108,111797
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,7,Arvind Singh Rawat,ASPKR,1121,,277908,397920,69.84,0.4,40.45835312,112437
BARABANKI,AVADH,ZAIDPUR,269,SC,2022,8,Bhagirath,AAAP,731,,277908,397920,69.84,0.26,40.59868734,112827
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,1,Satish Chandra Sharma,BJP,128219,,273557,411859,66.42,46.87,-11.84469781,-32402
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,2,Arvind Kumar Singh Gope,SP,95817,,273557,411859,66.42,35.03,11.84469781,32402
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,3,Jagprasad Rawat,BSP,28361,,273557,411859,66.42,10.37,36.50354405,99858
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,4,Ritesh Kumar Singh,IND,9378,,273557,411859,66.42,3.43,43.44286566,118841
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,5,Mubashshir Ahmad,AIMIM,2642,,273557,411859,66.42,0.97,45.90524096,125577
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,6,None Of The Above,NOTA,2363,,273557,411859,66.42,0.86,46.00723067,125856
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,7,Chitra Verma,INC,2301,,273557,411859,66.42,0.84,46.02989505,125918
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,8,Kunwar Mukesh Pratap Singh,AAAP,2002,,273557,411859,66.42,0.73,46.13919585,126217
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,9,Gopi Chandra,ASPKR,919,,273557,411859,66.42,0.34,46.53509141,127300
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,10,Ram Ji Tiwari,Rashtrawadi Kisan Kranti Dal,836,,273557,411859,66.42,0.31,46.56543243,127383
BARABANKI,AVADH,DARIYABAD,270,GEN,2022,11,Deepak Rajput,Sabka Dal United,719,,273557,411859,66.42,0.26,46.60820231,127500
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,1,Ram Chandra Yadav,BJP,94031,,218920,357362,61.26,42.95,-18.55289604,-40616
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,2,Anand Sen,SP,53415,,218920,357362,61.26,24.4,18.55289604,40616
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,3,Abbas Ali Zaidi Alias Rushdi,BSP,52181,,218920,357362,61.26,23.84,19.11657226,41850
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,4,Mohammad Sher Afgan,AIMIM,9961,,218920,357362,61.26,4.55,38.40215604,84070
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,5,Dayanand Shukla,INC,3270,,218920,357362,61.26,1.49,41.45852366,90761
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,6,None Of The Above,NOTA,1958,,218920,357362,61.26,0.89,42.05782934,92073
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,7,Kumud Kumari,Rashtrawadi Party of India,1526,,218920,357362,61.26,0.7,42.2551617,92505
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,8,Raj Karan,Sabka Dal United,745,,218920,357362,61.26,0.34,42.61191303,93286
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,9,Kusum Kumar,IND,657,,218920,357362,61.26,0.3,42.65211036,93374
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,10,Mo. Munsaf,Peace Party,613,,218920,357362,61.26,0.28,42.67220903,93418
FAIZABAD,AVADH,RUDAULI,271,GEN,2022,11,Manoj Kumar Mishra,AAAP,563,,218920,357362,61.26,0.26,42.69504842,93468
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,1,Dinesh Rawat,BJP,117113,,230094,350592,65.63,50.9,-11.16543673,-25691
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,2,Ram Magan,SP,91422,,230094,350592,65.63,39.73,11.16543673,25691
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,3,Shri Chandra,BSP,12239,,230094,350592,65.63,5.32,45.57876346,104874
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,4,Nirmla Chaudhri,INC,3993,,230094,350592,65.63,1.74,49.16251619,113120
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,5,None Of The Above,NOTA,2483,,230094,350592,65.63,1.08,49.81876972,114630
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,6,Ramhet,ASPKR,1432,,230094,350592,65.63,0.62,50.27553956,115681
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,7,Shivani,AAAP,742,,230094,350592,65.63,0.32,50.575417,116371
BARABANKI,AVADH,HAIDERGARH,272,SC,2022,8,Sanjay Gautam,IND,670,,230094,350592,65.63,0.29,50.60670856,116443
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,1,AWADHESH PRASAD,SP,103905,,216515,359480,60.23,47.99,-6.160312219,-13338
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,2,Baba Gorakhnath,BJP,90567,,216515,359480,60.23,41.83,6.160312219,13338
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,3,Mira Devi,BSP,14427,,216515,359480,60.23,6.66,41.32646699,89478
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,4,BRIJESH KUMAR,INC,3166,,216515,359480,60.23,1.46,46.52749232,100739
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,5,None Of The Above,NOTA,1960,,216515,359480,60.23,0.91,47.08449761,101945
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,6,HASH BARDHAN,AAAP,889,,216515,359480,60.23,0.41,47.57915156,103016
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,7,RADHESHYAM,Moulik Adhikar Party,854,,216515,359480,60.23,0.39,47.59531672,103051
FAIZABAD,AVADH,MILKIPUR,273,SC,2022,8,Shiv Murti,IND,747,,216515,359480,60.23,0.35,47.64473593,103158
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,1,AMIT SINGH CHAUHAN,BJP,107268,,241937,381363,63.44,44.34,-2.298118932,-5560
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,2,FIROZ KHAN,SP,101708,,241937,381363,63.44,42.04,2.298118932,5560
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,3,SUNIL,BSP,21385,,241937,381363,63.44,8.84,35.49808421,85883
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,4,AKHILESH YADAV,INC,4394,,241937,381363,63.44,1.82,42.52098687,102874
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,5,MADHU DWIVEDI,CPI,1592,,241937,381363,63.44,0.66,43.67913961,105676
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,6,None Of The Above,NOTA,1382,,241937,381363,63.44,0.57,43.76593907,105886
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,7,HAJARI LAL,Rashtriya Bhagidari Party,1144,,241937,381363,63.44,0.47,43.86431178,106124
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,8,DISHA PATEL,Apana Dal Balihari Party,757,,241937,381363,63.44,0.31,44.02427078,106511
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,9,JANG BAHADUR,Moulik Adhikar Party,677,,241937,381363,63.44,0.28,44.05733724,106591
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,10,BHUPENDRA PRATAP,IND,621,,241937,381363,63.44,0.26,44.08048376,106647
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,11,SUNIL KUMAR,AAAP,618,,241937,381363,63.44,0.26,44.08172375,106650
FAIZABAD,AVADH,BIKAPUR,274,GEN,2022,12,RAJ KUMAR,Jan Adhikar Party,391,,241937,381363,63.44,0.16,44.17554983,106877
FAIZABAD,AVADH,AYODHYA,275,GEN,2022,1,VED PRAKASH,BJP,113414,,231258,382434,60.47,49.04,-8.644025288,-19990
FAIZABAD,AVADH,AYODHYA,275,GEN,2022,2,TEJ NARAYAN,SP,93424,,231258,382434,60.47,40.4,8.644025288,19990
FAIZABAD,AVADH,AYODHYA,275,GEN,2022,3,RAVI PRAKASH,BSP,17706,,231258,382434,60.47,7.66,41.38581152,95708
FAIZABAD,AVADH,AYODHYA,275,GEN,2022,4,REETA,INC,2011,,231258,382434,60.47,0.87,48.17260376,111403
FAIZABAD,AVADH,AYODHYA,275,GEN,2022,5,None Of The Above,NOTA,1240,,231258,382434,60.47,0.54,48.50599763,112174
FAIZABAD,AVADH,AYODHYA,275,GEN,2022,6,SURYAKANT PANDEY,CPI,995,,231258,382434,60.47,0.43,48.61193991,112419
FAIZABAD,AVADH,AYODHYA,275,GEN,2022,7,RAJESH KUMAR,Jan Adhikar Party (Loktantrik),801,,231258,382434,60.47,0.35,48.6958289,112613
